"sales_date","current_day_sale","current_day_freight","current_day_revenue","revenue_average_30d","revenue_volatility_30d"
2018-05-07,54167.40,8292.73,62460.21,39824.06,9999.71
2018-05-08,47800.60,6919.40,54720.09,40718.81,10094.37
2018-05-09,43589.10,7379.52,50968.64,40558.33,9882.68
2018-05-10,51458.60,7413.22,58871.89,41436.22,10306.09
2018-05-11,37859.20,5390.82,43250.01,41304.41,10254.93
2018-05-12,29604.20,5108.23,34712.37,41129.97,10323.12
2018-05-13,31313.60,4888.77,36202.29,41122.03,10326.95
2018-05-14,53842.30,8388.34,62230.72,42449.79,10396.99
2018-05-15,41119.80,8386.17,49506.02,42881.39,10412.71
2018-05-16,56283.70,8455.36,64739.09,43460.71,11129.26
2018-05-17,31488.50,4478.26,35966.73,43239.17,11212.55
2018-05-18,31621.60,4808.26,36429.78,42910.31,11264.38
2018-05-19,25201.30,3118.44,28319.73,42191.89,11490.08
2018-05-20,19586.60,3499.58,23086.12,41872.54,11890.12
2018-05-21,25404.10,4261.91,29665.97,42112.55,11552.76
2018-05-22,27793.90,4276.77,32070.68,42115.18,11550.39
2018-05-23,17501.10,2761.24,20262.29,41311.81,12208.06
2018-05-24,20073.30,2201.41,22274.67,40390.80,12574.18
2018-05-25,15888.90,2248.45,18137.37,39416.83,13135.14
2018-05-26,14799.20,2114.92,16914.09,38750.20,13759.25
2018-05-27,12523.30,2170.43,14693.68,37681.22,14348.40
2018-05-28,26877.50,3427.48,30304.95,37792.11,14275.51
2018-05-29,25572.10,3858.55,29430.63,38004.43,14095.09
2018-05-30,19214.00,3315.08,22529.08,37387.51,14360.32
2018-05-31,25111.30,3045.24,28156.52,37044.67,14456.74
2018-06-01,32299.00,4983.75,37282.67,36795.28,14383.32
2018-06-02,25266.60,3673.37,28939.99,36107.43,14243.80
2018-06-03,28461.70,4408.24,32869.90,35686.62,14143.05
2018-06-04,28622.40,5704.00,34326.40,35743.89,14133.63
2018-06-05,30709.40,5392.36,36101.72,35847.48,14124.17
2018-06-06,26134.40,6042.58,32176.98,34838.04,13209.11
2018-06-07,37020.40,5655.98,42676.38,34436.58,12759.37
2018-06-08,26870.40,4926.79,31797.20,33797.53,12377.19
2018-06-09,29325.10,4708.69,34033.77,32969.59,11437.11
2018-06-10,25502.00,4786.28,30288.25,32537.53,11279.09
2018-06-11,49669.60,7643.58,57313.28,33290.90,12150.49
2018-06-12,40369.00,6393.43,46762.43,33642.90,12388.38
2018-06-13,34617.00,6969.67,41586.63,32954.77,11268.39
2018-06-14,27504.60,5202.61,32707.21,32394.81,10826.27
2018-06-15,26617.60,4881.20,31498.76,31286.80,8938.20
2018-06-16,24616.10,4384.03,29000.08,31054.57,8902.85
2018-06-17,17316.30,3435.19,20751.52,30531.97,9035.62
2018-06-18,34718.30,6305.10,41023.40,30955.42,9224.08
2018-06-19,34630.40,5383.27,40013.60,31519.67,9243.82
2018-06-20,28794.00,5536.28,34330.27,31675.15,9250.79
2018-06-21,27703.60,5598.41,33301.99,31716.19,9255.34
2018-06-22,24807.30,3945.89,28753.16,31999.22,9019.83
2018-06-23,17501.90,3679.19,21181.11,31962.77,9062.59
2018-06-24,24432.60,5065.98,29498.58,32341.47,8694.85
2018-06-25,36135.50,5744.40,41879.92,33173.67,8355.50
2018-06-26,30957.60,6658.97,37616.54,33937.76,7623.31
2018-06-27,26496.50,6009.45,32505.93,34011.13,7597.69
2018-06-28,32172.00,6567.08,38739.05,34321.41,7594.25
2018-06-29,20473.50,4625.21,25098.69,34407.06,7470.13
2018-06-30,15379.90,3241.82,18621.70,34089.24,7933.70
2018-07-01,24369.50,4691.23,29060.70,33815.17,7961.54
2018-07-02,23158.60,6263.81,29422.43,33831.25,7951.83
2018-07-03,26307.30,5147.29,31454.60,33784.08,7961.93
2018-07-04,35651.70,5928.15,41579.80,34025.86,8088.10
2018-07-05,28809.40,5140.15,33949.48,33954.11,8078.59
2018-07-06,19005.60,3103.13,22108.67,33618.50,8359.22
2018-07-07,9076.56,2200.68,11277.24,32571.87,9117.33
2018-07-08,14410.80,3143.95,17554.74,32097.12,9520.93
2018-07-09,19564.90,3557.32,23122.17,31733.40,9651.92
2018-07-10,18724.60,3522.20,22246.77,31465.35,9803.90
2018-07-11,18520.00,3620.64,22140.62,30292.93,8640.28
2018-07-12,28891.80,3677.94,32569.71,29819.84,8077.64
2018-07-13,27644.20,4885.17,32529.40,29517.93,7786.71
2018-07-14,22257.70,4169.33,26427.02,29308.59,7782.43
2018-07-15,30037.50,4451.91,34489.40,29408.28,7830.45
2018-07-16,31308.30,6469.84,37778.13,29700.88,7977.30
2018-07-17,30421.50,5336.93,35758.41,30201.11,7866.52
2018-07-18,41193.50,7790.66,48984.15,30466.47,8362.78
2018-07-19,38705.60,6205.66,44911.24,30629.72,8600.02
2018-07-20,32031.50,6030.41,38061.85,30754.11,8681.99
2018-07-21,21113.60,4388.50,25502.08,30494.11,8719.76
2018-07-22,27753.40,5208.84,32962.26,30634.41,8724.65
2018-07-23,39911.20,8064.40,47975.62,31527.56,9087.48
2018-07-24,41525.70,6557.68,48083.44,32147.06,9565.30
2018-07-25,40417.50,7495.09,47912.59,32348.15,9836.53
2018-07-26,35292.70,6492.00,41784.72,32487.09,9942.38
2018-07-27,28371.80,4959.38,33331.13,32514.59,9943.58
2018-07-28,25210.10,4855.00,30065.12,32225.46,9882.26
2018-07-29,31434.10,5034.20,36468.28,32604.45,9817.33
2018-07-30,39070.70,6743.36,45814.02,33510.86,9736.78
2018-07-31,45316.20,8085.96,53402.24,34322.24,10348.18
2018-08-01,40553.80,7877.24,48431.03,34955.86,10616.29
2018-08-02,38462.30,7163.40,45625.66,35428.23,10769.30
2018-08-03,42075.10,7442.40,49517.58,35692.83,11020.24
2018-08-04,35512.00,5715.84,41227.80,35935.44,11060.57
2018-08-05,35583.80,6688.31,42272.07,36607.55,10800.98
2018-08-06,56427.30,9433.03,65860.42,38426.99,10982.70
2018-08-07,49178.90,9115.40,58294.38,39784.98,10830.52
2018-08-08,43333.10,8027.43,51360.50,40726.25,10556.04
2018-08-09,40040.30,6694.58,46734.86,41542.52,10010.50
2018-08-10,33424.80,6160.56,39585.29,42124.01,9328.02
2018-08-11,25961.00,4604.80,30565.73,42057.21,9405.65
2018-08-12,31524.20,5215.54,36739.75,42197.56,9289.27
2018-08-13,38613.10,7263.78,45876.91,42845.89,8817.39
2018-08-14,44192.80,7278.53,51471.37,43411.95,8807.52
2018-08-15,45574.00,6784.61,52358.65,43897.97,8887.84
2018-08-16,35670.60,6546.70,42217.31,44113.27,8761.20
2018-08-17,31730.70,5908.32,37638.99,43735.10,8788.51
2018-08-18,24341.00,4357.15,28698.10,43194.66,9202.45
2018-08-19,25487.40,4479.11,29966.50,42924.81,9472.86
2018-08-20,34479.50,5372.37,39851.87,43403.14,8908.24
2018-08-21,26323.10,4507.63,30830.69,43332.09,9002.39
2018-08-22,20297.10,3965.48,24262.61,42541.65,9601.70
2018-08-23,17030.90,2509.69,19540.56,41590.22,10413.47
2018-08-24,9633.61,1679.78,11313.39,40370.25,11710.35
2018-08-25,10599.40,1138.35,11737.76,39368.69,12817.77
2018-08-26,8070.71,1262.45,9333.16,38568.75,13909.86
2018-08-27,5345.91,765.70,6111.61,37770.30,15055.16
2018-08-28,3673.91,447.31,4121.22,36692.07,16261.61
2018-08-29,1546.04,216.66,1762.70,35223.69,17361.20
